emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
"@Dahnilanzar @prabowo @aniesbaswedan @ganjarpranowo @jokowi Sungguh naif sekali orang2 ini ... setelah iparnya jkw mengamputasi supremasi hukum, kalian masih berharap keteduhan dalam pilpres ... coba ngomong dah lu ke kader @PDI_Perjuangan","Sungguh naif sekali orang2 ini ... setelah iparnya jkw mengamputasi supremasi hukum, kalian masih berharap keteduhan dalam pilpres ... coba ngomong dah lu ke kader","Sungguh naif sekali orang2 ini ... setelah iparnya jkw mengamputasi supremasi hukum, kalian masih berharap keteduhan dalam pilpres ... coba ngomong dah lu ke kader",sungguh naif sekali orang  ini  setelah iparnya jkw mengamputasi supremasi hukum kalian masih berharap keteduhan dalam pilpres  coba ngomong dah lu ke kader,"['sungguh', 'naif', 'sekali', 'orang', 'ini', 'setelah', 'iparnya', 'jkw', 'mengamputasi', 'supremasi', 'hukum', 'kalian', 'masih', 'berharap', 'keteduhan', 'dalam', 'pilpres', 'coba', 'ngomong', 'dah', 'lu', 'ke', 'kader']","['sungguh', 'naif', 'sekali', 'orang', 'ini', 'setelah', 'iparnya', 'jkw', 'mengamputasi', 'supremasi', 'hukum', 'kalian', 'masih', 'berharap', 'keteduhan', 'dalam', 'pilpres', 'coba', 'ngomong', 'dah', 'kamu', 'ke', 'kader']","['sungguh', 'naif', 'sekali', 'orang', 'ini', 'telah', 'ipar', 'jkw', 'amputasi', 'supremasi', 'hukum', 'kalian', 'masih', 'harap', 'teduh', 'dalam', 'pilpres', 'coba', 'ngomong', 'dah', 'kamu', 'ke', 'kader']","['sungguh', 'naif', 'ipar', 'jkw', 'amputasi', 'supremasi', 'hukum', 'harap', 'teduh', 'pilpres', 'coba', 'ngomong', 'kader']",sungguh naif ipar jkw amputasi supremasi hukum harap teduh pilpres coba ngomong kader,negative
@bengkeldodo @P4P4B0W0_2024 @Ndaxwz @AndreasSolusi @tinggipasaribu @yantanu2_08 @Rara29803002 @Gi_N0ng @Ndons_Back @EricRicaldo @asepsamsudin038 Prabowo lah pake tanya lagi,Prabowo lah pake tanya lagi,Prabowo lah pake tanya lagi,prabowo lah pake tanya lagi,"['prabowo', 'lah', 'pake', 'tanya', 'lagi']","['prabowo', 'lah', 'pakai', 'tanya', 'lagi']","['prabowo', 'lah', 'pakai', 'tanya', 'lagi']","['prabowo', 'pakai']",prabowo pakai,neutral
"@Uki23 Ambisi pribadi sdh membuat idealisme mu tergadaikan bro..   Persis spt teman diskusi ku yg jg seorang petinggi partai nolkoma..  Ya memang, politik memang sekotor itu.. Sayangnya, @psi_id mulai maen kotor sebelum waktunya..  #okesip #bye","Ambisi pribadi sdh membuat idealisme mu tergadaikan bro.. Persis spt teman diskusi ku yg jg seorang petinggi partai nolkoma.. Ya memang, politik memang sekotor itu.. Sayangnya, mulai maen kotor sebelum waktunya..","Ambisi pribadi sdh membuat idealisme mu tergadaikan bro.. Persis spt teman diskusi ku yg jg seorang petinggi partai nolkoma.. Ya memang, politik memang sekotor itu.. Sayangnya, mulai maen kotor sebelum waktunya..",ambisi pribadi sdh membuat idealisme mu tergadaikan bro persis spt teman diskusi ku yg jg seorang petinggi partai nolkoma ya memang politik memang sekotor itu sayangnya mulai maen kotor sebelum waktunya,"['ambisi', 'pribadi', 'sdh', 'membuat', 'idealisme', 'mu', 'tergadaikan', 'bro', 'persis', 'spt', 'teman', 'diskusi', 'ku', 'yg', 'jg', 'seorang', 'petinggi', 'partai', 'nolkoma', 'ya', 'memang', 'politik', 'memang', 'sekotor', 'itu', 'sayangnya', 'mulai', 'maen', 'kotor', 'sebelum', 'waktunya']","['ambisi', 'pribadi', 'sudah', 'membuat', 'idealisme', 'mu', 'tergadaikan', 'bro', 'persis', 'spt', 'teman', 'diskusi', 'ku', 'yg', 'jg', 'seorang', 'petinggi', 'partai', 'nolkoma', 'ya', 'memang', 'politik', 'memang', 'sekotor', 'itu', 'sayangnya', 'mulai', 'maen', 'kotor', 'sebelum', 'waktunya']","['ambisi', 'pribadi', 'sudah', 'buat', 'idealisme', 'mu', 'gadai', 'bro', 'persis', 'spt', 'teman', 'diskusi', 'ku', 'yg', 'jg', 'orang', 'petinggi', 'partai', 'nolkoma', 'ya', 'memang', 'politik', 'memang', 'kotor', 'itu', 'sayang', 'mulai', 'maen', 'kotor', 'belum', 'waktu']","['ambisi', 'pribadi', 'idealisme', 'mu', 'gadai', 'persis', 'diskusi', 'ku', 'petinggi', 'partai', 'nolkoma', 'politik', 'kotor', 'sayang', 'maen', 'kotor']",ambisi pribadi idealisme mu gadai persis diskusi ku petinggi partai nolkoma politik kotor sayang maen kotor,negative
@Resty_J_Cayah @kaesangp Jd gitu cara mainnya sang @kaesangp @psi_id ?? 🤣🤣,Jd gitu cara mainnya sang ?? rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Jd gitu cara mainnya sang ?? berguling-guling di lantai tertawa berguling-guling di lantai tertawa,jd gitu cara mainnya sang  bergulingguling di lantai tertawa bergulingguling di lantai tertawa,"['jd', 'gitu', 'cara', 'mainnya', 'sang', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['jd', 'gitu', 'cara', 'mainnya', 'sang', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['jd', 'gitu', 'cara', 'main', 'sang', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['main', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa']",main bergulingguling lantai tertawa bergulingguling lantai tertawa,neutral
@Uki23 Dan responden percaya psi ada diperingkat atas.. https://t.co/J1y84hpj3U,Dan responden percaya psi ada diperingkat atas.. https //t.co/J1y84hpj3U,Dan responden percaya psi ada diperingkat atas.. https //t.co/J1y84hpj3U,dan responden percaya psi ada diperingkat atas   tcoj y hpj u,"['dan', 'responden', 'percaya', 'psi', 'ada', 'diperingkat', 'atas', 'tcoj', 'y', 'hpj', 'u']","['dan', 'responden', 'percaya', 'psi', 'ada', 'diperingkat', 'atas', 'tcoj', 'y', 'hpj', 'u']","['dan', 'responden', 'percaya', 'psi', 'ada', 'peringkat', 'atas', 'tcoj', 'y', 'hpj', 'u']","['responden', 'percaya', 'psi', 'peringkat', 'tcoj', 'hpj']",responden percaya psi peringkat tcoj hpj,negative
@StefanAntonio__ @jokowi Kayak nya yg dulu pilih psi pada pindah ke partai lain. Paling nyungsep.,Kayak nya yg dulu pilih psi pada pindah ke partai lain. Paling nyungsep.,Kayak nya yg dulu pilih psi pada pindah ke partai lain. Paling nyungsep.,kayak nya yg dulu pilih psi pada pindah ke partai lain paling nyungsep,"['kayak', 'nya', 'yg', 'dulu', 'pilih', 'psi', 'pada', 'pindah', 'ke', 'partai', 'lain', 'paling', 'nyungsep']","['kayak', 'nya', 'yg', 'dulu', 'pilih', 'psi', 'pada', 'pindah', 'ke', 'partai', 'lain', 'paling', 'nyungsep']","['kayak', 'nya', 'yg', 'dulu', 'pilih', 'psi', 'pada', 'pindah', 'ke', 'partai', 'lain', 'paling', 'nyungsep']","['pilih', 'psi', 'pindah', 'partai', 'nyungsep']",pilih psi pindah partai nyungsep,negative
Aleg Gerindra Gorontalo Utara Lapor Balik Dugaan Pencemaran Nama Baik - Gorontalo Post - GorontaloPost https://t.co/zRqqw3BKh3 #Prabowo #BangkitBersama,Aleg Gerindra Gorontalo Utara Lapor Balik Dugaan Pencemaran Nama Baik - Gorontalo Post - GorontaloPost https //t.co/zRqqw3BKh3,Aleg Gerindra Gorontalo Utara Lapor Balik Dugaan Pencemaran Nama Baik - Gorontalo Post - GorontaloPost https //t.co/zRqqw3BKh3,aleg gerindra gorontalo utara lapor balik dugaan pencemaran nama baik  gorontalo post  gorontalopost   tcozrqqw bkh ,"['aleg', 'gerindra', 'gorontalo', 'utara', 'lapor', 'balik', 'dugaan', 'pencemaran', 'nama', 'baik', 'gorontalo', 'post', 'gorontalopost', 'tcozrqqw', 'bkh']","['aleg', 'gerindra', 'gorontalo', 'utara', 'lapor', 'balik', 'dugaan', 'pencemaran', 'nama', 'baik', 'gorontalo', 'post', 'gorontalopost', 'tcozrqqw', 'bkh']","['aleg', 'gerindra', 'gorontalo', 'utara', 'lapor', 'balik', 'duga', 'cemar', 'nama', 'baik', 'gorontalo', 'post', 'gorontalopost', 'tcozrqqw', 'bkh']","['aleg', 'gerindra', 'gorontalo', 'lapor', 'duga', 'cemar', 'gorontalo', 'post', 'gorontalopost', 'tcozrqqw', 'bkh']",aleg gerindra gorontalo lapor duga cemar gorontalo post gorontalopost tcozrqqw bkh,neutral
"Masa sih ? Bsk2 ikut pas PSI turba ya , byk kok yg gerak di lapangan  Stp hr kita sounding cb cek jg di platform2 lain byk kita update jg dr PSI di daerah2 pelosok  Menilai jgn cm dr 1 akunku aja, cb dr akun2 PSI yg lain  Btw aku galak ga sweet , sukanya aja mnm es teh tawar ^^","Masa sih ? Bsk2 ikut pas PSI turba ya , byk kok yg gerak di lapangan Stp hr kita sounding cb cek jg di platform2 lain byk kita update jg dr PSI di daerah2 pelosok Menilai jgn cm dr 1 akunku aja, cb dr akun2 PSI yg lain Btw aku galak ga sweet , sukanya aja mnm es teh tawar ^^","Masa sih ? Bsk2 ikut pas PSI turba ya , byk kok yg gerak di lapangan Stp hr kita sounding cb cek jg di platform2 lain byk kita update jg dr PSI di daerah2 pelosok Menilai jgn cm dr 1 akunku aja, cb dr akun2 PSI yg lain Btw aku galak ga sweet , sukanya aja mnm es teh tawar ^^",masa sih  bsk  ikut pas psi turba ya  byk kok yg gerak di lapangan stp hr kita sounding cb cek jg di platform  lain byk kita update jg dr psi di daerah  pelosok menilai jgn cm dr   akunku aja cb dr akun  psi yg lain btw aku galak ga sweet  sukanya aja mnm es teh tawar ,"['masa', 'sih', 'bsk', 'ikut', 'pas', 'psi', 'turba', 'ya', 'byk', 'kok', 'yg', 'gerak', 'di', 'lapangan', 'stp', 'hr', 'kita', 'sounding', 'cb', 'cek', 'jg', 'di', 'platform', 'lain', 'byk', 'kita', 'update', 'jg', 'dr', 'psi', 'di', 'daerah', 'pelosok', 'menilai', 'jgn', 'cm', 'dr', 'akunku', 'aja', 'cb', 'dr', 'akun', 'psi', 'yg', 'lain', 'btw', 'aku', 'galak', 'ga', 'sweet', 'sukanya', 'aja', 'mnm', 'es', 'teh', 'tawar']","['masa', 'sih', 'besok', 'ikut', 'pas', 'psi', 'turba', 'ya', 'byk', 'kok', 'yg', 'gerak', 'di', 'lapangan', 'stp', 'hr', 'kita', 'sounding', 'cb', 'cek', 'jg', 'di', 'platform', 'lain', 'byk', 'kita', 'update', 'jg', 'dr', 'psi', 'di', 'daerah', 'pelosok', 'menilai', 'jangan', 'cm', 'dr', 'akunku', 'aja', 'cb', 'dr', 'akun', 'psi', 'yg', 'lain', 'btw', 'aku', 'galak', 'tidak', 'sweet', 'sukanya', 'aja', 'mnm', 'es', 'teh', 'tawar']","['masa', 'sih', 'besok', 'ikut', 'pas', 'psi', 'turba', 'ya', 'byk', 'kok', 'yg', 'gerak', 'di', 'lapang', 'stp', 'hr', 'kita', 'sounding', 'cb', 'cek', 'jg', 'di', 'platform', 'lain', 'byk', 'kita', 'update', 'jg', 'dr', 'psi', 'di', 'daerah', 'pelosok', 'nilai', 'jangan', 'cm', 'dr', 'akun', 'aja', 'cb', 'dr', 'akun', 'psi', 'yg', 'lain', 'btw', 'aku', 'galak', 'tidak', 'sweet', 'suka', 'aja', 'mnm', 'es', 'teh', 'tawar']","['besok', 'psi', 'turba', 'gerak', 'lapang', 'stp', 'sounding', 'cb', 'cek', 'platform', 'psi', 'daerah', 'pelosok', 'nilai', 'akun', 'cb', 'akun', 'psi', 'galak', 'sweet', 'suka', 'mnm', 'es', 'tawar']",besok psi turba gerak lapang stp sounding cb cek platform psi daerah pelosok nilai akun cb akun psi galak sweet suka mnm es tawar,neutral
"Mas @dikrizal benar prediksinya kalo bu @susipudjiastuti itu orangnya lembut banget pas NYINDIR.  Dia gak perlu sebutkan IKN, tapi arah kalimatnya “Kalimantan Gempa? Menarik utk Dicermati” itu spt LEDAKAN BOM ke kapal PERAMPOK IKAN di lautan Nusantara.  Jadi sayang sama bu Susi!","Mas benar prediksinya kalo bu itu orangnya lembut banget pas NYINDIR. Dia gak perlu sebutkan IKN, tapi arah kalimatnya “Kalimantan Gempa? Menarik utk Dicermati” itu spt LEDAKAN BOM ke kapal PERAMPOK IKAN di lautan Nusantara. Jadi sayang sama bu Susi!","Mas benar prediksinya kalo bu itu orangnya lembut banget pas NYINDIR. Dia gak perlu sebutkan IKN, tapi arah kalimatnya “Kalimantan Gempa? Menarik utk Dicermati” itu spt LEDAKAN BOM ke kapal PERAMPOK IKAN di lautan Nusantara. Jadi sayang sama bu Susi!",mas benar prediksinya kalo bu itu orangnya lembut banget pas nyindir dia gak perlu sebutkan ikn tapi arah kalimatnya kalimantan gempa menarik utk dicermati itu spt ledakan bom ke kapal perampok ikan di lautan nusantara jadi sayang sama bu susi,"['mas', 'benar', 'prediksinya', 'kalo', 'bu', 'itu', 'orangnya', 'lembut', 'banget', 'pas', 'nyindir', 'dia', 'gak', 'perlu', 'sebutkan', 'ikn', 'tapi', 'arah', 'kalimatnya', 'kalimantan', 'gempa', 'menarik', 'utk', 'dicermati', 'itu', 'spt', 'ledakan', 'bom', 'ke', 'kapal', 'perampok', 'ikan', 'di', 'lautan', 'nusantara', 'jadi', 'sayang', 'sama', 'bu', 'susi']","['mas', 'benar', 'prediksinya', 'kalo', 'bu', 'itu', 'orangnya', 'lembut', 'banget', 'pas', 'nyindir', 'dia', 'gak', 'perlu', 'sebutkan', 'ikn', 'tapi', 'arah', 'kalimatnya', 'kalimantan', 'gempa', 'menarik', 'untuk', 'dicermati', 'itu', 'spt', 'ledakan', 'bom', 'ke', 'kapal', 'perampok', 'ikan', 'di', 'lautan', 'nusantara', 'jadi', 'sayang', 'sama', 'bu', 'susi']","['mas', 'benar', 'prediksi', 'kalo', 'bu', 'itu', 'orang', 'lembut', 'banget', 'pas', 'nyindir', 'dia', 'gak', 'perlu', 'sebut', 'ikn', 'tapi', 'arah', 'kalimat', 'kalimantan', 'gempa', 'tarik', 'untuk', 'cermat', 'itu', 'spt', 'ledak', 'bom', 'ke', 'kapal', 'rampok', 'ikan', 'di', 'laut', 'nusantara', 'jadi', 'sayang', 'sama', 'bu', 'sus']","['prediksi', 'bu', 'lembut', 'banget', 'nyindir', 'gak', 'ikn', 'arah', 'kalimat', 'kalimantan', 'gempa', 'tarik', 'cermat', 'ledak', 'bom', 'kapal', 'rampok', 'ikan', 'laut', 'nusantara', 'sayang', 'bu', 'sus']",prediksi bu lembut banget nyindir gak ikn arah kalimat kalimantan gempa tarik cermat ledak bom kapal rampok ikan laut nusantara sayang bu sus,neutral
Ya msh mendinglah. Cb itu @kaesangp yg baru 2 hari masuk @psi_id -- dan gak pny pengalaman politik -- terus jadi Ketua Umum PSI.,Ya msh mendinglah. Cb itu yg baru 2 hari masuk -- dan gak pny pengalaman politik -- terus jadi Ketua Umum PSI.,Ya msh mendinglah. Cb itu yg baru 2 hari masuk -- dan gak pny pengalaman politik -- terus jadi Ketua Umum PSI.,ya msh mendinglah cb itu yg baru   hari masuk  dan gak pny pengalaman politik  terus jadi ketua umum psi,"['ya', 'msh', 'mendinglah', 'cb', 'itu', 'yg', 'baru', 'hari', 'masuk', 'dan', 'gak', 'pny', 'pengalaman', 'politik', 'terus', 'jadi', 'ketua', 'umum', 'psi']","['ya', 'msh', 'mendinglah', 'cb', 'itu', 'yg', 'baru', 'hari', 'masuk', 'dan', 'gak', 'punya', 'pengalaman', 'politik', 'terus', 'jadi', 'ketua', 'umum', 'psi']","['ya', 'msh', 'mending', 'cb', 'itu', 'yg', 'baru', 'hari', 'masuk', 'dan', 'gak', 'punya', 'alam', 'politik', 'terus', 'jadi', 'ketua', 'umum', 'psi']","['mending', 'cb', 'gak', 'alam', 'politik', 'ketua', 'psi']",mending cb gak alam politik ketua psi,negative
@Penyuka_ombak @psi lah yg mantap bang.. Ngakunya Partai anak muda dan progresif tp diam saat konstitusi diacak2.  Dah gtu calonnya manula pulaakk..,lah yg mantap bang.. Ngakunya Partai anak muda dan progresif tp diam saat konstitusi diacak2. Dah gtu calonnya manula pulaakk..,lah yg mantap bang.. Ngakunya Partai anak muda dan progresif tp diam saat konstitusi diacak2. Dah gtu calonnya manula pulaakk..,lah yg mantap bang ngakunya partai anak muda dan progresif tp diam saat konstitusi diacak  dah gtu calonnya manula pulaakk,"['lah', 'yg', 'mantap', 'bang', 'ngakunya', 'partai', 'anak', 'muda', 'dan', 'progresif', 'tp', 'diam', 'saat', 'konstitusi', 'diacak', 'dah', 'gtu', 'calonnya', 'manula', 'pulaakk']","['lah', 'yg', 'mantap', 'bang', 'ngakunya', 'partai', 'anak', 'muda', 'dan', 'progresif', 'tp', 'diam', 'saat', 'konstitusi', 'diacak', 'dah', 'gtu', 'calonnya', 'manula', 'pulaakk']","['lah', 'yg', 'mantap', 'bang', 'ngakunya', 'partai', 'anak', 'muda', 'dan', 'progresif', 'tp', 'diam', 'saat', 'konstitusi', 'acak', 'dah', 'gtu', 'calon', 'manula', 'pulaakk']","['mantap', 'bang', 'ngakunya', 'partai', 'anak', 'muda', 'progresif', 'diam', 'konstitusi', 'acak', 'gtu', 'calon', 'manula', 'pulaakk']",mantap bang ngakunya partai anak muda progresif diam konstitusi acak gtu calon manula pulaakk,negative
"@03__nakula pipres sekarang udah beda sama kemaren, sekarang yg tadinya musuh jadi kawan, fpi sama psi di blok PS, fpi sama NU di blok AMIN, dan ada juga fpi di blok mahfud, tonjolkan visi misi saja, biar permusuhan ga berlarut larut","pipres sekarang udah beda sama kemaren, sekarang yg tadinya musuh jadi kawan, fpi sama psi di blok PS, fpi sama NU di blok AMIN, dan ada juga fpi di blok mahfud, tonjolkan visi misi saja, biar permusuhan ga berlarut larut","pipres sekarang udah beda sama kemaren, sekarang yg tadinya musuh jadi kawan, fpi sama psi di blok PS, fpi sama NU di blok AMIN, dan ada juga fpi di blok mahfud, tonjolkan visi misi saja, biar permusuhan ga berlarut larut",pipres sekarang udah beda sama kemaren sekarang yg tadinya musuh jadi kawan fpi sama psi di blok ps fpi sama nu di blok amin dan ada juga fpi di blok mahfud tonjolkan visi misi saja biar permusuhan ga berlarut larut,"['pipres', 'sekarang', 'udah', 'beda', 'sama', 'kemaren', 'sekarang', 'yg', 'tadinya', 'musuh', 'jadi', 'kawan', 'fpi', 'sama', 'psi', 'di', 'blok', 'ps', 'fpi', 'sama', 'nu', 'di', 'blok', 'amin', 'dan', 'ada', 'juga', 'fpi', 'di', 'blok', 'mahfud', 'tonjolkan', 'visi', 'misi', 'saja', 'biar', 'permusuhan', 'ga', 'berlarut', 'larut']","['pipres', 'sekarang', 'udah', 'beda', 'sama', 'kemaren', 'sekarang', 'yg', 'tadinya', 'musuh', 'jadi', 'kawan', 'fpi', 'sama', 'psi', 'di', 'blok', 'ps', 'fpi', 'sama', 'nu', 'di', 'blok', 'amin', 'dan', 'ada', 'juga', 'fpi', 'di', 'blok', 'mahfud', 'tonjolkan', 'visi', 'misi', 'saja', 'biar', 'permusuhan', 'tidak', 'berlarut', 'larut']","['pipres', 'sekarang', 'udah', 'beda', 'sama', 'kemaren', 'sekarang', 'yg', 'tadi', 'musuh', 'jadi', 'kawan', 'fpi', 'sama', 'psi', 'di', 'blok', 'ps', 'fpi', 'sama', 'nu', 'di', 'blok', 'amin', 'dan', 'ada', 'juga', 'fpi', 'di', 'blok', 'mahfud', 'tonjol', 'visi', 'misi', 'saja', 'biar', 'musuh', 'tidak', 'larut', 'larut']","['pipres', 'beda', 'kemaren', 'musuh', 'kawan', 'fpi', 'psi', 'blok', 'ps', 'fpi', 'nu', 'blok', 'amin', 'fpi', 'blok', 'mahfud', 'tonjol', 'visi', 'misi', 'biar', 'musuh', 'larut', 'larut']",pipres beda kemaren musuh kawan fpi psi blok ps fpi nu blok amin fpi blok mahfud tonjol visi misi biar musuh larut larut,neutral
"KONSPIRASI JOKOWI !!! KECURANGAN PILPRES 2024 MAKIN NYATA, BEGINI KELAKU... https://t.co/keKuJkM6EF via @YouTube #jokowi #3capres #kecuranganpilpres2024 #gibran #aniesmuhaimin #prabowo #ganjar #mahfud #rockygerung #aniesmuhaimin2024 #amin #lurah","KONSPIRASI JOKOWI !!! KECURANGAN PILPRES 2024 MAKIN NYATA, BEGINI KELAKU... https //t.co/keKuJkM6EF via","KONSPIRASI JOKOWI !!! KECURANGAN PILPRES 2024 MAKIN NYATA, BEGINI KELAKU... https //t.co/keKuJkM6EF via",konspirasi jokowi  kecurangan pilpres   makin nyata begini kelaku   tcokekujkm ef via,"['konspirasi', 'jokowi', 'kecurangan', 'pilpres', 'makin', 'nyata', 'begini', 'kelaku', 'tcokekujkm', 'ef', 'via']","['konspirasi', 'jokowi', 'kecurangan', 'pilpres', 'makin', 'nyata', 'begini', 'kelaku', 'tcokekujkm', 'ef', 'via']","['konspirasi', 'jokowi', 'curang', 'pilpres', 'makin', 'nyata', 'begini', 'laku', 'tcokekujkm', 'ef', 'via']","['konspirasi', 'jokowi', 'curang', 'pilpres', 'tcokekujkm', 'ef', 'via']",konspirasi jokowi curang pilpres tcokekujkm ef via,neutral
@drReUtari08 Keren 2024 Prabowo-gibran,Keren 2024 Prabowo-gibran,Keren 2024 Prabowo-gibran,keren   prabowogibran,"['keren', 'prabowogibran']","['keren', 'prabowogibran']","['keren', 'prabowogibran']","['keren', 'prabowogibran']",keren prabowogibran,positive
"@Gerindra Tapi Min, gak kasihan sama pak Prabowo? Beliau pernah cuci otak di dr. Terawan jg lho Sdh sepuh mosok dipaksa² jd capres sich min? . . . https://t.co/cDeWzTJge4","Tapi Min, gak kasihan sama pak Prabowo? Beliau pernah cuci otak di dr. Terawan jg lho Sdh sepuh mosok dipaksa² jd capres sich min? . . . https //t.co/cDeWzTJge4","Tapi Min, gak kasihan sama pak Prabowo? Beliau pernah cuci otak di dr. Terawan jg lho Sdh sepuh mosok dipaksa² jd capres sich min? . . . https //t.co/cDeWzTJge4",tapi min gak kasihan sama pak prabowo beliau pernah cuci otak di dr terawan jg lho sdh sepuh mosok dipaksa jd capres sich min      tcocdewztjge ,"['tapi', 'min', 'gak', 'kasihan', 'sama', 'pak', 'prabowo', 'beliau', 'pernah', 'cuci', 'otak', 'di', 'dr', 'terawan', 'jg', 'lho', 'sdh', 'sepuh', 'mosok', 'dipaksa', 'jd', 'capres', 'sich', 'min', 'tcocdewztjge']","['tapi', 'min', 'gak', 'kasihan', 'sama', 'pak', 'prabowo', 'beliau', 'pernah', 'cuci', 'otak', 'di', 'dr', 'terawan', 'jg', 'lho', 'sudah', 'sepuh', 'mosok', 'dipaksa', 'jd', 'capres', 'sich', 'min', 'tcocdewztjge']","['tapi', 'min', 'gak', 'kasihan', 'sama', 'pak', 'prabowo', 'beliau', 'pernah', 'cuci', 'otak', 'di', 'dr', 'awan', 'jg', 'lho', 'sudah', 'sepuh', 'mosok', 'paksa', 'jd', 'capres', 'sich', 'min', 'tcocdewztjge']","['gak', 'kasihan', 'prabowo', 'beliau', 'cuci', 'otak', 'awan', 'sepuh', 'mosok', 'paksa', 'capres', 'tcocdewztjge']",gak kasihan prabowo beliau cuci otak awan sepuh mosok paksa capres tcocdewztjge,negative
@AryoKuncoro47 @hartonometroadv @yw_w94 @gibran_tweet Kalo jd waras entar ga makan 😂,Kalo jd waras entar ga makan face_with_tears_of_joy,Kalo jd waras entar ga makan wajah dengan air mata sukacita,kalo jd waras entar ga makan wajah dengan air mata sukacita,"['kalo', 'jd', 'waras', 'entar', 'ga', 'makan', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['kalo', 'jd', 'waras', 'entar', 'tidak', 'makan', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['kalo', 'jd', 'waras', 'entar', 'tidak', 'makan', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['waras', 'entar', 'makan', 'air', 'sukacita']",waras entar makan air sukacita,neutral
